YEAR,STATE_NAME,COUNTY_NAME,STATE_ID,COUNTY_ID,PER_CAPITA_EXP_ESRD,AVG_RISK_SCORE_ESRD,AVG_DEMOG_SCORE_ESRD,PERSON_YEARS_ESRD,PER_CAPITA_EXP_DIS,AVG_RISK_SCORE_DIS,AVG_DEMOG_SCORE_DIS,PERSON_YEARS_DIS,PER_CAPITA_EXP_AGDU,AVG_RISK_SCORE_AGDU,AVG_DEMOG_SCORE_AGDU,PERSON_YEARS_AGDU,PER_CAPITA_EXP_AGND,AVG_RISK_SCORE_AGND,AVG_DEMOG_SCORE_AGND,PERSON_YEARS_AGND
2021,ALASKA,HAINES,02,100,.,.,.,.,12175.13,0.84729,0.93012,31.42,18159.66,0.75493,0.86964,49.83,13430.81,0.83841,0.96897,319.25
2021,ALASKA,HOONAH-ANGOON,02,105,.,.,.,.,22090.57,1.33446,1.07389,17.67,30052.03,0.87701,0.99445,49.33,11039.27,0.73876,0.98535,221.42
2021,ALASKA,JUNEAU,02,110,90357.77,0.90231,0.9789,16.83,15690.12,0.90245,1.05911,330.33,21784.71,0.87958,0.99323,329.92,8964.14,0.74826,0.91588,2981.67
2021,ALASKA,"KENAI PENINSULA",02,122,104847.86,0.90429,1.03246,29.67,15366.17,0.99064,1.04499,801.08,20431.32,0.93579,0.94821,821.58,11715.55,0.82031,0.9419,6480
2021,ALASKA,"KETCHIKAN GATEWAY",02,130,*,*,*,*,13976.6,1.02652,1.06294,181,20952.86,0.91969,0.97375,205.58,12274.99,0.90342,0.96513,1287
2021,ALASKA,"KODIAK ISLAND",02,150,*,*,*,*,17565.55,0.8835,1.02732,103.17,16684.18,0.75244,0.93491,183.5,10572.43,0.71893,0.90408,932.92
2021,ALASKA,"LAKE AND PENINSULA",02,164,.,.,.,.,18763.33,0.8586,1.12947,10.83,18728.33,0.71826,0.95105,33.58,10561.83,0.70449,1.02897,48.83
2021,ALASKA,MATANUSKA-SUSITNA,02,170,83136.49,1.02517,0.99134,42.42,12439,0.94802,1.02991,1269.25,16447.87,0.95663,0.95613,1008.58,10558.05,0.85936,0.93308,7704.25
2021,ALASKA,NOME,02,180,.,.,.,.,23654.8,1.10272,1.12524,76.08,27768.04,0.76862,0.92972,172.42,17551.74,0.85583,1.0206,233.17
2021,ALASKA,"NORTH SLOPE",02,185,*,*,*,*,31874.21,0.99396,1.0167,32,33654.66,0.76163,0.83611,63,27829.65,0.94559,0.95304,216.5
2021,ALASKA,"NORTHWEST ARCTIC",02,188,*,*,*,*,26166.92,0.94514,1.09471,41.5,27089.43,0.86348,0.96222,101.25,17802.67,0.87171,1.02538,128.25
2021,ALASKA,PETERSBURG,02,195,*,*,*,*,18412.16,0.95518,1.0488,54.92,17772.18,0.78239,1.02869,57.08,14133.61,0.77755,0.94856,511.42
2021,ALASKA,"PRINCE OF WALES-HYDER",02,198,*,*,*,*,15709.29,0.9149,1.13001,72.83,18782.31,0.71247,0.91388,138.17,10200.44,0.77713,0.97441,459.08
2021,ALASKA,SITKA,02,220,*,*,*,*,22442.67,1.01373,1.05636,98.83,17476.48,0.86048,0.96143,113.5,14838.67,0.82599,0.93749,933.83
2021,ALASKA,SKAGWAY,02,230,.,.,.,.,*,*,*,*,*,*,*,*,11072.54,0.8018,0.92177,117.92
2021,ALASKA,"SOUTHEAST FAIRBANKS",02,240,*,*,*,*,7300.24,0.70686,1.01823,72.5,10954.28,0.65457,0.93826,125.67,9127.32,0.76157,0.94244,599.08
2021,ALASKA,VALDEZ-CORDOVA,02,261,*,*,*,*,9591.26,0.87402,1.0913,83.42,21143.92,0.82823,0.93566,99.92,10550.06,0.72366,0.91497,753.33
2021,ALASKA,"WADE HAMPTON (KUSILVAK)",02,270,.,.,.,.,18174,0.66952,1.04121,37.25,13294.89,0.59251,0.88494,104.75,18131.87,1.00437,1.06351,83.17
2021,ALASKA,WRANGELL,02,275,.,.,.,.,24541.27,0.72913,1.06726,26,30375.45,0.89228,0.95681,44,15338.19,0.9039,0.97953,310.08
2021,ALASKA,YAKUTAT,02,282,.,.,.,.,*,*,*,*,9384.76,0.65676,0.96033,11.75,9451.45,1.15241,1.11819,42.17
2021,ALASKA,YUKON-KOYUKUK,02,290,*,*,*,*,18170.29,0.91064,1.0824,49.33,16382.64,0.76581,0.92728,154.5,8430.17,0.79645,0.98999,288.83
2021,ARIZONA,APACHE,03,000,80524.08,0.95398,1.03622,158.58,11442.03,0.95871,1.09391,800.08,13800.93,0.7607,0.9921,1494.33,9655.5,0.86494,1.03647,3921.33
2021,ARIZONA,COCHISE,03,010,78167.05,0.97292,0.9927,68.5,8750.62,0.84477,0.98178,940.33,11101.05,0.81789,0.93701,556,9649.01,0.92318,0.99332,12744.92
